index,data,quantidade,LAG1,LAG2,day_of_week,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,mes,mes_1,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12,trimestre,feriado
1634,2023-01-30,747,540.0,5085.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1639,2023-01-31,3000,60.0,60.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1640,2023-01-31,390,747.0,540.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1635,2023-01-31,7359,390.0,747.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1636,2023-01-31,1335,7359.0,390.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1637,2023-01-31,60,1335.0,7359.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1638,2023-01-31,60,60.0,1335.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1641,2023-02-01,5226,258.0,3000.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1642,2023-02-01,258,3000.0,60.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1643,2023-02-02,420,5226.0,258.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1644,2023-02-02,1218,420.0,5226.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1645,2023-02-02,450,1218.0,420.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1646,2023-02-02,1050,450.0,1218.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1647,2023-02-03,300,1050.0,450.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1648,2023-02-03,66,300.0,1050.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1649,2023-02-03,2445,66.0,300.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1650,2023-02-03,876,2445.0,66.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1651,2023-02-03,1845,876.0,2445.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1652,2023-02-06,2043,180.0,600.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1653,2023-02-06,180,600.0,546.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1654,2023-02-06,600,546.0,3897.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1655,2023-02-06,546,3897.0,1845.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1656,2023-02-06,3897,1845.0,876.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1657,2023-02-07,360,2043.0,180.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1658,2023-02-07,3000,360.0,2043.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1659,2023-02-07,3690,3000.0,360.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1660,2023-02-07,4143,3690.0,3000.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1661,2023-02-07,10401,4143.0,3690.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1662,2023-02-08,1350,30.0,1920.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1663,2023-02-08,30,1920.0,390.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1664,2023-02-08,1920,390.0,600.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1665,2023-02-08,390,600.0,10401.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1666,2023-02-08,600,10401.0,4143.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1667,2023-02-09,945,1350.0,30.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1668,2023-02-09,690,945.0,1350.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1669,2023-02-09,9000,690.0,945.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1670,2023-02-09,3093,9000.0,690.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1671,2023-02-09,633,3093.0,9000.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1674,2023-02-10,4779,2700.0,75.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1673,2023-02-10,75,3000.0,660.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1677,2023-02-10,3000,660.0,747.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1672,2023-02-10,2700,75.0,3000.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1676,2023-02-10,747,3000.0,633.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1678,2023-02-10,3000,633.0,3093.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1675,2023-02-10,660,747.0,3000.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1679,2023-02-11,1320,4779.0,2700.0,5,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1680,2023-02-13,834,1320.0,4779.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1681,2023-02-13,12600,834.0,1320.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1682,2023-02-13,3000,12600.0,834.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1683,2023-02-13,2148,3000.0,12600.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1684,2023-02-13,1500,2148.0,3000.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1685,2023-02-13,669,1500.0,2148.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1689,2023-02-14,600,3000.0,3000.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1686,2023-02-14,3000,3000.0,330.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1688,2023-02-14,3000,330.0,300.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1691,2023-02-14,5865,606.0,669.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1690,2023-02-14,300,5865.0,606.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1692,2023-02-14,606,669.0,1500.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1687,2023-02-14,330,300.0,5865.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1693,2023-02-15,1476,600.0,3000.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1694,2023-02-15,291,1476.0,600.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1695,2023-02-15,840,291.0,1476.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1696,2023-02-15,735,840.0,291.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1698,2023-02-16,450,2040.0,3000.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1699,2023-02-16,5529,1017.0,450.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1702,2023-02-16,2040,3000.0,510.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1697,2023-02-16,1017,450.0,2040.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1703,2023-02-16,510,960.0,735.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1701,2023-02-16,960,735.0,840.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1700,2023-02-16,3000,510.0,960.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1704,2023-02-17,450,5529.0,1017.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1705,2023-02-17,3000,450.0,5529.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1706,2023-02-17,4965,3000.0,450.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1707,2023-02-17,456,4965.0,3000.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1708,2023-02-17,3249,456.0,4965.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1709,2023-02-18,450,3249.0,456.0,5,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1710,2023-02-18,90,450.0,3249.0,5,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1714,2023-02-20,2466,9000.0,90.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1713,2023-02-20,54,3000.0,2466.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1712,2023-02-20,9000,90.0,450.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1711,2023-02-20,3000,2466.0,9000.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1715,2023-02-21,3000,54.0,3000.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1716,2023-02-21,450,3000.0,54.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1717,2023-02-21,810,450.0,3000.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1718,2023-02-21,300,810.0,450.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1719,2023-02-21,2430,300.0,810.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1720,2023-02-21,3000,2430.0,300.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1721,2023-02-21,300,3000.0,2430.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1722,2023-02-21,33,300.0,3000.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1723,2023-02-21,45,33.0,300.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1724,2023-02-22,105,7764.0,1320.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1726,2023-02-22,120,105.0,7764.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1728,2023-02-22,1320,1515.0,45.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1727,2023-02-22,1515,45.0,33.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1725,2023-02-22,7764,1320.0,1515.0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1729,2023-02-23,1983,120.0,105.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1730,2023-02-23,1560,1983.0,120.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1731,2023-02-23,630,1560.0,1983.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1732,2023-02-23,150,630.0,1560.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1733,2023-02-23,66,150.0,630.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1734,2023-02-23,360,66.0,150.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1735,2023-02-23,3600,360.0,66.0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1740,2023-02-24,150,1605.0,10047.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1736,2023-02-24,1605,10047.0,450.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1737,2023-02-24,10047,450.0,750.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1739,2023-02-24,450,750.0,60.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1742,2023-02-24,3000,480.0,3000.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1741,2023-02-24,60,3000.0,480.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1743,2023-02-24,480,3000.0,3600.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1744,2023-02-24,3000,3600.0,360.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1738,2023-02-24,750,60.0,3000.0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1745,2023-02-25,480,150.0,1605.0,5,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1746,2023-02-25,3000,480.0,150.0,5,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1750,2023-02-27,60,1200.0,3000.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1748,2023-02-27,60,60.0,1200.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1749,2023-02-27,3000,3843.0,3000.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1747,2023-02-27,1200,3000.0,3843.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1751,2023-02-27,3000,3000.0,306.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1753,2023-02-27,306,3000.0,480.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1752,2023-02-27,3843,3000.0,3000.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1754,2023-02-27,3000,306.0,3000.0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1755,2023-02-28,1335,60.0,60.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1756,2023-02-28,9315,1335.0,60.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1758,2023-02-28,105,9315.0,1335.0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023Q1,0
1759,2023-03-01,360,105.0,9315.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1760,2023-03-01,8400,360.0,105.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1761,2023-03-01,90,8400.0,360.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1762,2023-03-01,1344,90.0,8400.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1763,2023-03-01,2415,1344.0,90.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1764,2023-03-01,240,2415.0,1344.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1765,2023-03-02,792,120.0,2109.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1766,2023-03-02,120,2109.0,747.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1767,2023-03-02,2109,747.0,1248.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1768,2023-03-02,747,1248.0,240.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1769,2023-03-02,1248,240.0,2415.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1770,2023-03-03,540,792.0,120.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1771,2023-03-03,3657,540.0,792.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1772,2023-03-03,3000,3657.0,540.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1773,2023-03-03,300,3000.0,3657.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1774,2023-03-03,1020,300.0,3000.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1775,2023-03-03,675,1020.0,300.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1776,2023-03-04,210,675.0,1020.0,5,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1777,2023-03-04,75,210.0,675.0,5,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1781,2023-03-06,2628,1932.0,900.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1779,2023-03-06,1932,900.0,525.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1780,2023-03-06,900,525.0,60.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1784,2023-03-06,3000,75.0,210.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1782,2023-03-06,60,3000.0,3000.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1783,2023-03-06,3000,3000.0,75.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1778,2023-03-06,525,60.0,3000.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1785,2023-03-07,3000,2628.0,1932.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1786,2023-03-07,2724,3000.0,2628.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1787,2023-03-07,1560,2724.0,3000.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1788,2023-03-07,990,1560.0,2724.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1790,2023-03-08,150,510.0,2073.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1789,2023-03-08,510,2073.0,525.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1791,2023-03-08,2073,525.0,1620.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1793,2023-03-08,1620,990.0,1560.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1792,2023-03-08,525,1620.0,990.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1794,2023-03-09,150,150.0,510.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1795,2023-03-09,3000,150.0,150.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1796,2023-03-09,7716,3000.0,150.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1797,2023-03-09,3000,7716.0,3000.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1798,2023-03-09,1101,3000.0,7716.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1803,2023-03-10,510,600.0,9000.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1799,2023-03-10,3957,510.0,600.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1802,2023-03-10,9000,747.0,1290.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1805,2023-03-10,747,1290.0,1101.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1801,2023-03-10,600,9000.0,747.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1804,2023-03-10,1290,1101.0,3000.0,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1806,2023-03-11,1080,3957.0,510.0,5,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1807,2023-03-11,420,1080.0,3957.0,5,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1810,2023-03-13,6000,10596.0,3009.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1809,2023-03-13,3009,69.0,681.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1813,2023-03-13,69,681.0,3000.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1808,2023-03-13,10596,3009.0,69.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1812,2023-03-13,3000,1059.0,420.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1814,2023-03-13,1059,420.0,1080.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1811,2023-03-13,681,3000.0,1059.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1815,2023-03-14,798,6000.0,10596.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1816,2023-03-14,1500,798.0,6000.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1817,2023-03-14,1590,1500.0,798.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1818,2023-03-14,2193,1590.0,1500.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1819,2023-03-14,750,2193.0,1590.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1820,2023-03-14,1500,750.0,2193.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1821,2023-03-14,8400,1500.0,750.0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1824,2023-03-15,2220,9138.0,3000.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1822,2023-03-15,9138,3000.0,1800.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1823,2023-03-15,3000,1800.0,600.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1826,2023-03-15,600,885.0,8400.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1827,2023-03-15,885,8400.0,1500.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1825,2023-03-15,1800,600.0,885.0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
1828,2023-03-16,333,2220.0,9138.0,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2023Q1,0
