index,data,quantidade,LAG1,LAG2,day_of_week,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,mes,mes_1,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12,trimestre,feriado
854,2022-06-27,3315,300.0,1866.0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
857,2022-06-28,180,2145.0,8655.0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
855,2022-06-28,2145,8655.0,600.0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
856,2022-06-28,8655,600.0,78.0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
859,2022-06-28,78,3465.0,3315.0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
860,2022-06-28,3465,3315.0,300.0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
858,2022-06-28,600,78.0,3465.0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
861,2022-06-29,4998,180.0,2145.0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
862,2022-06-29,2415,4998.0,180.0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
863,2022-06-29,4932,2415.0,4998.0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
868,2022-06-30,30,1248.0,1200.0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
869,2022-06-30,3156,4932.0,2415.0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
864,2022-06-30,10320,3156.0,4932.0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
865,2022-06-30,2253,10320.0,3156.0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
866,2022-06-30,1200,2253.0,10320.0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
867,2022-06-30,1248,1200.0,2253.0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
870,2022-06-30,480,30.0,1248.0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2022Q2,0
873,2022-07-01,660,16254.0,1890.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
872,2022-07-01,1890,750.0,450.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
871,2022-07-01,16254,1890.0,750.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
874,2022-07-01,450,1500.0,480.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
876,2022-07-01,1500,480.0,30.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
875,2022-07-01,750,450.0,1500.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
877,2022-07-02,150,660.0,16254.0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
878,2022-07-02,4200,150.0,660.0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
879,2022-07-04,90,4200.0,150.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
880,2022-07-04,12048,90.0,4200.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
881,2022-07-04,360,12048.0,90.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
882,2022-07-04,171,360.0,12048.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
883,2022-07-04,690,171.0,360.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
884,2022-07-04,690,690.0,171.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
885,2022-07-04,600,690.0,690.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
888,2022-07-05,540,6414.0,180.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
886,2022-07-05,6414,180.0,1761.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
889,2022-07-05,1761,225.0,600.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
890,2022-07-05,225,600.0,690.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
887,2022-07-05,180,1761.0,225.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
891,2022-07-06,333,540.0,6414.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
892,2022-07-06,90,333.0,540.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
893,2022-07-06,9375,90.0,333.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
894,2022-07-06,4710,9375.0,90.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
895,2022-07-06,996,4710.0,9375.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
896,2022-07-07,3741,10044.0,1260.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
899,2022-07-07,1260,150.0,645.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
897,2022-07-07,10044,1260.0,150.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
898,2022-07-07,150,645.0,996.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
900,2022-07-07,645,996.0,4710.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
901,2022-07-08,6357,3741.0,10044.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
902,2022-07-08,180,6357.0,3741.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
903,2022-07-08,12897,180.0,6357.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
904,2022-07-08,600,12897.0,180.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
905,2022-07-08,1491,600.0,12897.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
906,2022-07-08,420,1491.0,600.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
907,2022-07-11,2292,420.0,1491.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
908,2022-07-11,3468,2292.0,420.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
909,2022-07-11,6255,3468.0,2292.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
911,2022-07-12,13593,405.0,3666.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
910,2022-07-12,405,3666.0,195.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
913,2022-07-12,195,6255.0,3468.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
912,2022-07-12,3666,195.0,6255.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
914,2022-07-13,9927,13593.0,405.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
915,2022-07-13,300,9927.0,13593.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
916,2022-07-13,900,300.0,9927.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
917,2022-07-13,1110,900.0,300.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
918,2022-07-13,678,1110.0,900.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
921,2022-07-14,93,690.0,1365.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
920,2022-07-14,2820,93.0,690.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
923,2022-07-14,1680,2820.0,93.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
922,2022-07-14,690,1365.0,2100.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
927,2022-07-14,2100,147.0,150.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
926,2022-07-14,147,150.0,678.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
925,2022-07-14,150,678.0,1110.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
924,2022-07-14,1365,2100.0,147.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
928,2022-07-15,60,1680.0,2820.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
929,2022-07-15,666,60.0,1680.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
930,2022-07-15,189,666.0,60.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
931,2022-07-15,5253,189.0,666.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
932,2022-07-15,477,5253.0,189.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
933,2022-07-16,5100,150.0,330.0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
934,2022-07-16,150,330.0,477.0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
935,2022-07-16,330,477.0,5253.0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
936,2022-07-18,60,5100.0,150.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
937,2022-07-18,2175,60.0,5100.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
938,2022-07-18,756,2175.0,60.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
939,2022-07-18,1275,756.0,2175.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
940,2022-07-18,45,1275.0,756.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
941,2022-07-18,12075,45.0,1275.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
942,2022-07-19,2841,180.0,75.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
943,2022-07-19,180,75.0,5685.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
948,2022-07-19,75,5685.0,450.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
944,2022-07-19,60,2841.0,180.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
946,2022-07-19,450,2040.0,12075.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
947,2022-07-19,2040,12075.0,45.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
945,2022-07-19,5685,450.0,2040.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
949,2022-07-20,1800,60.0,2841.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
950,2022-07-20,1290,1800.0,60.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
951,2022-07-20,18540,1290.0,1800.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
952,2022-07-20,834,18540.0,1290.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
953,2022-07-20,261,834.0,18540.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
954,2022-07-20,7200,261.0,834.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
955,2022-07-21,1185,7200.0,261.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
956,2022-07-21,615,1185.0,7200.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
957,2022-07-21,1125,615.0,1185.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
958,2022-07-21,525,1125.0,615.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
960,2022-07-22,300,1476.0,16005.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
959,2022-07-22,1476,16005.0,261.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
962,2022-07-22,261,525.0,1125.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
961,2022-07-22,16005,261.0,525.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
963,2022-07-23,11904,300.0,1476.0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
964,2022-07-23,300,11904.0,300.0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
965,2022-07-25,7950,300.0,11904.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
966,2022-07-25,48,7950.0,300.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
967,2022-07-25,135,48.0,7950.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
968,2022-07-25,600,135.0,48.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
969,2022-07-25,852,600.0,135.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
970,2022-07-25,285,852.0,600.0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
972,2022-07-26,150,1500.0,45.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
973,2022-07-26,165,150.0,1500.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
971,2022-07-26,1500,45.0,897.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
975,2022-07-26,12981,285.0,852.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
976,2022-07-26,897,12981.0,285.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
974,2022-07-26,45,897.0,12981.0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
977,2022-07-27,600,165.0,150.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
978,2022-07-27,1044,600.0,165.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
979,2022-07-27,285,1044.0,600.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
980,2022-07-27,150,285.0,1044.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
981,2022-07-27,6417,150.0,285.0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
982,2022-07-28,369,30.0,450.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
986,2022-07-28,30,450.0,1599.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
983,2022-07-28,10749,369.0,30.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
985,2022-07-28,1599,6417.0,150.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
984,2022-07-28,450,1599.0,6417.0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
987,2022-07-29,240,10749.0,369.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
988,2022-07-29,90,240.0,10749.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
989,2022-07-29,6726,90.0,240.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
990,2022-07-29,750,6726.0,90.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
991,2022-07-29,420,750.0,6726.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
992,2022-07-29,174,420.0,750.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
993,2022-07-29,330,174.0,420.0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
994,2022-07-30,210,330.0,174.0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
995,2022-07-30,10200,210.0,330.0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
996,2022-07-31,90,720.0,10200.0,6,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
997,2022-07-31,720,10200.0,210.0,6,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,2022Q3,0
998,2022-08-01,204,90.0,720.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
999,2022-08-01,120,204.0,90.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1000,2022-08-01,300,120.0,204.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1001,2022-08-01,12462,300.0,120.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1002,2022-08-01,264,12462.0,300.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1005,2022-08-02,7740,1110.0,300.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1006,2022-08-02,459,264.0,12462.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1003,2022-08-02,300,459.0,264.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1004,2022-08-02,1110,300.0,459.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1009,2022-08-03,915,3102.0,180.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1008,2022-08-03,3102,180.0,2070.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1007,2022-08-03,180,2070.0,2445.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1012,2022-08-03,1500,7740.0,1110.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1011,2022-08-03,2445,1500.0,7740.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1010,2022-08-03,2070,2445.0,1500.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1014,2022-08-04,1593,6996.0,4509.0,3,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1015,2022-08-04,4509,915.0,3102.0,3,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1013,2022-08-04,6996,4509.0,915.0,3,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1016,2022-08-04,90,1593.0,6996.0,3,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1017,2022-08-05,7557,600.0,450.0,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1022,2022-08-05,600,450.0,135.0,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1021,2022-08-05,3249,2748.0,7557.0,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1020,2022-08-05,135,90.0,1593.0,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1019,2022-08-05,450,135.0,90.0,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1018,2022-08-05,2748,7557.0,600.0,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1023,2022-08-06,420,3249.0,2748.0,5,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1024,2022-08-06,240,420.0,3249.0,5,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1025,2022-08-06,4662,240.0,420.0,5,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1026,2022-08-06,90,4662.0,240.0,5,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1027,2022-08-08,6132,150.0,429.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1031,2022-08-08,150,429.0,1200.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1028,2022-08-08,8424,6132.0,150.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1030,2022-08-08,1200,90.0,4662.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1029,2022-08-08,429,1200.0,90.0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1032,2022-08-09,60,8424.0,6132.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1033,2022-08-09,1401,60.0,8424.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1034,2022-08-09,2880,1401.0,60.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1035,2022-08-09,4815,2880.0,1401.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1036,2022-08-09,8829,4815.0,2880.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1037,2022-08-09,513,8829.0,4815.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1038,2022-08-09,1110,513.0,8829.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1039,2022-08-10,750,885.0,180.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1040,2022-08-10,885,180.0,6756.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1041,2022-08-10,225,750.0,885.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1042,2022-08-10,6756,1968.0,1110.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1043,2022-08-10,1968,1110.0,513.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1044,2022-08-10,180,6756.0,1968.0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1046,2022-08-11,420,6321.0,1107.0,3,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1045,2022-08-11,6321,1107.0,6942.0,3,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1048,2022-08-11,6942,225.0,750.0,3,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1047,2022-08-11,1107,6942.0,225.0,3,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1049,2022-08-12,1035,420.0,6321.0,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
1050,2022-08-12,558,1035.0,420.0,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2022Q3,0
